subject_id,original_filepath,processed_filepath,folder_name,label,split,original_shape_x,original_shape_y,original_shape_z,processed_shape_x,processed_shape_y,processed_shape_z,status,error_message
wj_IXI286-Guys-0859-MPRAGESEN_-s296_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI286-Guys-0859-MPRAGESEN_-s296_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI286-Guys-0859-MPRAGESEN_-s296_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI439-HH-2114-MADisoTFE1_-s3T203_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI439-HH-2114-MADisoTFE1_-s3T203_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI439-HH-2114-MADisoTFE1_-s3T203_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI442-IOP-1041-SAGFSPGR_-sIXI44_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI442-IOP-1041-SAGFSPGR_-sIXI44_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI442-IOP-1041-SAGFSPGR_-sIXI44_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI468-Guys-0985-MPRAGESEN_-s417_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI468-Guys-0985-MPRAGESEN_-s417_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI468-Guys-0985-MPRAGESEN_-s417_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI476-IOP-1140-SAGFSPGR_-sIXI47_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI476-IOP-1140-SAGFSPGR_-sIXI47_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI476-IOP-1140-SAGFSPGR_-sIXI47_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI480-Guys-1033-MPRAGESEN_-s425_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI480-Guys-1033-MPRAGESEN_-s425_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI480-Guys-1033-MPRAGESEN_-s425_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI496-Guys-1045-MPRAGESEN_-s421_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI496-Guys-1045-MPRAGESEN_-s421_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI496-Guys-1045-MPRAGESEN_-s421_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI504-Guys-1025-MPRAGESEN_-s424_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI504-Guys-1025-MPRAGESEN_-s424_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI504-Guys-1025-MPRAGESEN_-s424_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI506-Guys-1035-MPRAGESEN_-s425_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI506-Guys-1035-MPRAGESEN_-s425_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI506-Guys-1035-MPRAGESEN_-s425_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI524-HH-2412-MADisoTFE1_-s3T233_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI524-HH-2412-MADisoTFE1_-s3T233_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI524-HH-2412-MADisoTFE1_-s3T233_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI535-Guys-1061-MPRAGESEN_-s427_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI535-Guys-1061-MPRAGESEN_-s427_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI535-Guys-1061-MPRAGESEN_-s427_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI543-IOP-1148-SAGFSPGR_-sIXI54_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI543-IOP-1148-SAGFSPGR_-sIXI54_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI543-IOP-1148-SAGFSPGR_-sIXI54_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI546-HH-2450-MADisoTFE1_-s3T235_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI546-HH-2450-MADisoTFE1_-s3T235_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI546-HH-2450-MADisoTFE1_-s3T235_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI569-Guys-1101-MPRAGESEN_-s449_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI569-Guys-1101-MPRAGESEN_-s449_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI569-Guys-1101-MPRAGESEN_-s449_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI573-IOP-1155-SAGFSPGR_-sIXI57_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI573-IOP-1155-SAGFSPGR_-sIXI57_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI573-IOP-1155-SAGFSPGR_-sIXI57_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI579-Guys-1126-MPRAGESEN_-s433_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI579-Guys-1126-MPRAGESEN_-s433_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI579-Guys-1126-MPRAGESEN_-s433_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI591-Guys-1084-MPRAGESEN_-sIXI59_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI591-Guys-1084-MPRAGESEN_-sIXI59_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI591-Guys-1084-MPRAGESEN_-sIXI59_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI596-IOP-1160-SAGFSPGR_-sIXI59_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI596-IOP-1160-SAGFSPGR_-sIXI59_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI596-IOP-1160-SAGFSPGR_-sIXI59_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI613-HH-2734-MADisoTFE1_-s3T251_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI613-HH-2734-MADisoTFE1_-s3T251_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI613-HH-2734-MADisoTFE1_-s3T251_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI627-Guys-1103-MPRAGESEN_-s450_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI627-Guys-1103-MPRAGESEN_-s450_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI627-Guys-1103-MPRAGESEN_-s450_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI637-HH-2785-MADisoTFE1_-s3T253_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI637-HH-2785-MADisoTFE1_-s3T253_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI637-HH-2785-MADisoTFE1_-s3T253_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI642-Guys-1104-MPRAGESEN_-s451_-0401-00004-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI642-Guys-1104-MPRAGESEN_-s451_-0401-00004-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI642-Guys-1104-MPRAGESEN_-s451_-0401-00004-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wj_IXI651-Guys-1118-MPRAGESEN_-s454_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wj_IXI651-Guys-1118-MPRAGESEN_-s454_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wj_IXI651-Guys-1118-MPRAGESEN_-s454_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI122-Guys-0773-T1,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI122-Guys-0773-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI122-Guys-0773-T1.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI123-Guys-0774-T1,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI123-Guys-0774-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI123-Guys-0774-T1.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI136-HH-1452-T1,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI136-HH-1452-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI136-HH-1452-T1.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI144-Guys-0788-T1,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI144-Guys-0788-T1.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI144-Guys-0788-T1.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI157-Guys-0816-MPRAGESEN_-s254_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI157-Guys-0816-MPRAGESEN_-s254_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI157-Guys-0816-MPRAGESEN_-s254_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI158-Guys-0783-IXI3DMPRAG_-s249_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI158-Guys-0783-IXI3DMPRAG_-s249_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI158-Guys-0783-IXI3DMPRAG_-s249_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI160-HH-1637-IXIMADisoTFE12_-s3T154_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI160-HH-1637-IXIMADisoTFE12_-s3T154_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI160-HH-1637-IXIMADisoTFE12_-s3T154_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI163-HH-1621-IXIMADisoTFE12_-s3T152_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI163-HH-1621-IXIMADisoTFE12_-s3T152_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI163-HH-1621-IXIMADisoTFE12_-s3T152_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI174-HH-1571-IXIMADisoTFE12_-s3T147_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI174-HH-1571-IXIMADisoTFE12_-s3T147_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI174-HH-1571-IXIMADisoTFE12_-s3T147_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI180-HH-1605-IXIMADisoTFE12_-s3T151_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI180-HH-1605-IXIMADisoTFE12_-s3T151_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI180-HH-1605-IXIMADisoTFE12_-s3T151_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI188-Guys-0798-MPRAGESEN_-s252_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI188-Guys-0798-MPRAGESEN_-s252_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI188-Guys-0798-MPRAGESEN_-s252_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI210-Guys-0856-MPRAGESEN_-s295_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI210-Guys-0856-MPRAGESEN_-s295_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI210-Guys-0856-MPRAGESEN_-s295_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI222-Guys-0819-MPRAGESEN_-s222_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI222-Guys-0819-MPRAGESEN_-s222_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI222-Guys-0819-MPRAGESEN_-s222_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI229-Guys-0980-MPRAGESEN_-s416_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI229-Guys-0980-MPRAGESEN_-s416_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI229-Guys-0980-MPRAGESEN_-s416_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI250-Guys-0836-MPRAGESEN_-s259_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI250-Guys-0836-MPRAGESEN_-s259_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI250-Guys-0836-MPRAGESEN_-s259_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI255-HH-1882-MADisoTFE1_-s3T178_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI255-HH-1882-MADisoTFE1_-s3T178_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI255-HH-1882-MADisoTFE1_-s3T178_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI258-HH-1769-MADisoTFE1_-s3T168_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI258-HH-1769-MADisoTFE1_-s3T168_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI258-HH-1769-MADisoTFE1_-s3T168_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI260-HH-1805-MADisoTFE1_-s3T170_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI260-HH-1805-MADisoTFE1_-s3T170_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI260-HH-1805-MADisoTFE1_-s3T170_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI284-HH-2354-MADisoTFE1_-s3T227_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI284-HH-2354-MADisoTFE1_-s3T227_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI284-HH-2354-MADisoTFE1_-s3T227_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI289-Guys-0864-MPRAGESEN_-s298_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI289-Guys-0864-MPRAGESEN_-s298_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI289-Guys-0864-MPRAGESEN_-s298_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI295-HH-1814-MADisoTFE1_-s3T171_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI295-HH-1814-MADisoTFE1_-s3T171_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI295-HH-1814-MADisoTFE1_-s3T171_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI298-Guys-0861-MPRAGESEN_-s298_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI298-Guys-0861-MPRAGESEN_-s298_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI298-Guys-0861-MPRAGESEN_-s298_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI300-Guys-0880-MPRAGESEN_-s299_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI300-Guys-0880-MPRAGESEN_-s299_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI300-Guys-0880-MPRAGESEN_-s299_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI303-IOP-0968-SAGFSPGR_-sIXI30_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI303-IOP-0968-SAGFSPGR_-sIXI30_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI303-IOP-0968-SAGFSPGR_-sIXI30_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI307-IOP-0872-SAGFSPGR_-sIXI30_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI307-IOP-0872-SAGFSPGR_-sIXI30_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI307-IOP-0872-SAGFSPGR_-sIXI30_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI321-Guys-0903-MPRAGESEN_-s306_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI321-Guys-0903-MPRAGESEN_-s306_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI321-Guys-0903-MPRAGESEN_-s306_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI327-HH-1999-MADisoTFE1_-s3T190_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI327-HH-1999-MADisoTFE1_-s3T190_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI327-HH-1999-MADisoTFE1_-s3T190_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI338-HH-1971-MADisoTFE1_-s3T188_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI338-HH-1971-MADisoTFE1_-s3T188_-0301-00003-000001-01.nii,,mri_IXI_480_2,1,test,,,,,,,failed,"Whoops, not enough data in file"
wmIXI342-Guys-0909-MPRAGESEN_-s034_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI342-Guys-0909-MPRAGESEN_-s034_-0301-00003-000001-01.nii,,mri_IXI_480_2,1,test,,,,,,,failed,"Whoops, not enough data in file"
wmIXI398-Guys-0952-MPRAGESEN_-s412_-0401-00004-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI398-Guys-0952-MPRAGESEN_-s412_-0401-00004-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI398-Guys-0952-MPRAGESEN_-s412_-0401-00004-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI433-IOP-0989-SAGFSPGR_-sIXI43_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI433-IOP-0989-SAGFSPGR_-sIXI43_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI433-IOP-0989-SAGFSPGR_-sIXI43_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI435-IOP-1040-SAGFSPGR_-sIXI43_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI435-IOP-1040-SAGFSPGR_-sIXI43_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI435-IOP-1040-SAGFSPGR_-sIXI43_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI437-HH-2152-MADisoTFE1_-s3T207_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI437-HH-2152-MADisoTFE1_-s3T207_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI437-HH-2152-MADisoTFE1_-s3T207_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI438-HH-2155-MADisoTFE1_-s3T207_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI438-HH-2155-MADisoTFE1_-s3T207_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI438-HH-2155-MADisoTFE1_-s3T207_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI444-HH-2270-MADisoTFE1_-s3T221_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI444-HH-2270-MADisoTFE1_-s3T221_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI444-HH-2270-MADisoTFE1_-s3T221_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI463-IOP-1043-SAGFSPGR_-sIXI46_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI463-IOP-1043-SAGFSPGR_-sIXI46_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI463-IOP-1043-SAGFSPGR_-sIXI46_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI465-HH-2176-MADisoTFE1_-s3T208_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI465-HH-2176-MADisoTFE1_-s3T208_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI465-HH-2176-MADisoTFE1_-s3T208_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI473-IOP-1137-SAGFSPGR_-sIXI47_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI473-IOP-1137-SAGFSPGR_-sIXI47_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI473-IOP-1137-SAGFSPGR_-sIXI47_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI475-IOP-1139-SAGFSPGR_-sIXI47_-0003-00001-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI475-IOP-1139-SAGFSPGR_-sIXI47_-0003-00001-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI475-IOP-1139-SAGFSPGR_-sIXI47_-0003-00001-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI479-Guys-1034-MPRAGESEN_-s425_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI479-Guys-1034-MPRAGESEN_-s425_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI479-Guys-1034-MPRAGESEN_-s425_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI480-Guys-1033-MPRAGESEN_-s425_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI480-Guys-1033-MPRAGESEN_-s425_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI480-Guys-1033-MPRAGESEN_-s425_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
wmIXI484-HH-2179-MADisoTFE1_-s3T211_-0301-00003-000001-01,D:\github\IOT_Project\dataset\mri_IXI_480_2\wmIXI484-HH-2179-MADisoTFE1_-s3T211_-0301-00003-000001-01.nii,D:\github\IOT_Project\data\processed\volumes\test\wmIXI484-HH-2179-MADisoTFE1_-s3T211_-0301-00003-000001-01.npy,mri_IXI_480_2,1,test,113.0,137.0,113.0,128.0,128.0,128.0,success,
